id,transdate,description,amount,category,accountname,
7623,7-Jul-14,,-117,Restaurants,US CREDIT CARD,
7624,7-Jul-14,,-6.78,Fast Food,US CREDIT CARD,
7625,7-Jul-14,,-17.28,Alcohol & Bars,US CREDIT CARD,
7626,8-Jul-14,,-11.29,Coffee Shops,US CREDIT CARD,
7627,8-Jul-14,,-5.61,Rental Car & Taxi,US CREDIT CARD,
7628,8-Jul-14,,-21.6,Alcohol & Bars,US CREDIT CARD,
7629,8-Jul-14,,-11.66,Rental Car & Taxi,US CREDIT CARD,
7630,8-Jul-14,,-44.93,Television,US CHECKING,
7631,9-Jul-14,,-46.4,Sports,US CREDIT CARD,
7632,9-Jul-14,,-4.65,Arts,US CREDIT CARD,
7633,10-Jul-14,,-38.69,Restaurants,US CREDIT CARD,
7634,10-Jul-14,,-11.79,Groceries,US CREDIT CARD,
7635,10-Jul-14,,-97.2,Vacation,US CREDIT CARD,
7636,11-Jul-14,,-5.54,Fast Food,US CREDIT CARD,
7637,11-Jul-14,,-37.2,Alcohol & Bars,US CREDIT CARD,
7638,11-Jul-14,,-13.72,Restaurants,US CREDIT CARD,
7639,11-Jul-14,,-12.58,Rental Car & Taxi,US CREDIT CARD,
7640,11-Jul-14,,-7.95,Coffee Shops,US CREDIT CARD,
7641,11-Jul-14,,-22.15,Rental Car & Taxi,US CREDIT CARD,
7642,11-Jul-14,,-11.2,Coffee Shops,US CREDIT CARD,
7643,12-Jul-14,,-11.41,Home Supplies,US CREDIT CARD,
7644,12-Jul-14,,-6.8,Coffee Shops,US CREDIT CARD,
7645,12-Jul-14,,-2.28,Public Transportation,US CREDIT CARD,
7646,12-Jul-14,,-15.6,Restaurants,US CREDIT CARD,
7647,13-Jul-14,,-19.77,Restaurants,US CREDIT CARD,
7648,13-Jul-14,,-14.12,Coffee Shops,US CREDIT CARD,
7649,13-Jul-14,,-8.86,Pharmacy,US CREDIT CARD,
7650,14-Jul-14,,-3.48,Coffee Shops,US CREDIT CARD,
7651,14-Jul-14,,-10.71,Coffee Shops,US CREDIT CARD,
7652,14-Jul-14,,-33.62,Groceries,US CREDIT CARD,
7653,14-Jul-14,,534.95,Credit Card Payment,US CREDIT CARD,
7654,14-Jul-14,,-3.3,Coffee Shops,US CREDIT CARD,
7655,15-Jul-14,,-4.84,Coffee Shops,US CREDIT CARD,
7656,15-Jul-14,,-1.49,Coffee Shops,US CREDIT CARD,
7657,15-Jul-14,,2422.96,Paycheck,US CHECKING,
7658,15-Jul-14,,-5.7,Rental Car & Taxi,US CREDIT CARD,
7659,15-Jul-14,,-21.8,Laundry,US CREDIT CARD,
7660,16-Jul-14,,-3.02,Coffee Shops,US CREDIT CARD,
7661,16-Jul-14,,-3.91,Public Transportation,US CREDIT CARD,
7662,16-Jul-14,,1820.77,Credit Card Payment,US CREDIT CARD,
7663,17-Jul-14,,-2121.6,Credit Card Payment,US CHECKING,
7664,18-Jul-14,,-5.47,Rental Car & Taxi,US CREDIT CARD,
7665,18-Jul-14,,-6.33,Coffee Shops,US CREDIT CARD,
7666,18-Jul-14,,-530,Transfer,US CHECKING,
7667,18-Jul-14,,-1.58,Music,US CHECKING,
7668,18-Jul-14,,530,Transfer,US SAVINGS,
7669,18-Jul-14,,-253.3,Restaurants,US CREDIT CARD,
7670,18-Jul-14,,-6.38,Coffee Shops,US CREDIT CARD,
7671,19-Jul-14,,-4.19,Coffee Shops,US CREDIT CARD,
7672,19-Jul-14,,-16.78,Rental Car & Taxi,US CREDIT CARD,
7673,19-Jul-14,,-2.35,Coffee Shops,US CREDIT CARD,
7674,19-Jul-14,,-55.94,Alcohol & Bars,US CREDIT CARD,
7675,20-Jul-14,,-7.69,Movies & DVDs,US CREDIT CARD,
7676,20-Jul-14,,-36,Alcohol & Bars,US CREDIT CARD,
7677,20-Jul-14,,-9.76,Coffee Shops,US CREDIT CARD,
7678,21-Jul-14,,-7.33,Fast Food,US CREDIT CARD,
7679,21-Jul-14,,-3.06,Coffee Shops,US CREDIT CARD,
7680,22-Jul-14,,-3.1,Coffee Shops,US CREDIT CARD,
7681,22-Jul-14,,-40.5,Restaurants,US CREDIT CARD,
7682,23-Jul-14,,-71.82,Utilities,US CHECKING,
7683,23-Jul-14,,-9.16,Coffee Shops,US CREDIT CARD,
7684,25-Jul-14,,-13.6,Rental Car & Taxi,US CREDIT CARD,
7685,25-Jul-14,,-1.85,Newspapers & Magazines,US CREDIT CARD,
7686,26-Jul-14,,-7.6,Public Transportation,US CREDIT CARD,
7687,26-Jul-14,,-268,Restaurants,US CHECKING,
7688,26-Jul-14,,-63.02,Restaurants,US CREDIT CARD,
7689,26-Jul-14,,-9.88,Restaurants,US CREDIT CARD,
7690,26-Jul-14,,-31.2,Restaurants,US CREDIT CARD,
7691,26-Jul-14,,-3.6,Alcohol & Bars,US CHECKING,
7692,26-Jul-14,,-6.62,Coffee Shops,US CREDIT CARD,
7693,26-Jul-14,,-12.86,Restaurants,US CREDIT CARD,
7694,27-Jul-14,,-102.2,Restaurants,US CREDIT CARD,
7695,27-Jul-14,,-2.76,ATM Fee,US CHECKING,
7696,27-Jul-14,,-39.9,Restaurants,US CREDIT CARD,
7697,27-Jul-14,,-9.44,Fast Food,US CREDIT CARD,
7698,28-Jul-14,,1273.7,Transfer,US CHECKING 2,
7699,28-Jul-14,,-27.8,Laundry,US CREDIT CARD,
7700,28-Jul-14,,-55.65,Groceries,US CREDIT CARD,
7701,28-Jul-14,,-5.22,Coffee Shops,US CREDIT CARD,
7702,28-Jul-14,,-48.88,Restaurants,US CREDIT CARD,
7703,28-Jul-14,,-78.4,Mobile Phone,US CREDIT CARD,
7704,29-Jul-14,,-22.83,Groceries,US CREDIT CARD,
7705,29-Jul-14,,-12.47,Restaurants,US CREDIT CARD,
7706,29-Jul-14,,0.03,Interest Income,US SAVINGS,
7707,29-Jul-14,,-6.35,Coffee Shops,US CREDIT CARD,
7708,29-Jul-14,,-20.5,Rental Car & Taxi,US CREDIT CARD,
7709,29-Jul-14,,-19.21,Restaurants,US CREDIT CARD,
7710,29-Jul-14,,-10.83,Rental Car & Taxi,US CREDIT CARD,
7711,30-Jul-14,,4.27,Transfer,US SAVINGS,
7712,30-Jul-14,,-3.2,Coffee Shops,US CREDIT CARD,
7713,31-Jul-14,,-65.53,Alcohol & Bars,US CREDIT CARD,
7714,31-Jul-14,,-10.06,Coffee Shops,US CREDIT CARD,
7715,31-Jul-14,,-3,Coffee Shops,US CREDIT CARD,
7716,31-Jul-14,,2266.62,Paycheck,US CHECKING,
7717,1-Aug-14,,-16.34,Fast Food,US CREDIT CARD,
7718,1-Aug-14,,-9.54,Coffee Shops,US CREDIT CARD,
7719,2-Aug-14,,-3.36,Coffee Shops,US CREDIT CARD,
7720,3-Aug-14,,-99.83,Television,US CHECKING,
7721,3-Aug-14,,-13.59,Groceries,US CREDIT CARD,
7722,3-Aug-14,,-1.74,Mortgage & Rent,US CHECKING,
7723,3-Aug-14,,-70.7,Restaurants,US CREDIT CARD,
7724,4-Aug-14,,-3.23,Coffee Shops,US CREDIT CARD,
7725,4-Aug-14,,-2082.5,Mortgage & Rent,US CHECKING,
7726,5-Aug-14,,-2.18,Coffee Shops,US CREDIT CARD,
7727,5-Aug-14,,-301.32,Vacation,US CREDIT CARD,
7728,5-Aug-14,,-5.94,Coffee Shops,US CREDIT CARD,
7729,5-Aug-14,,-47.2,Shopping,US CREDIT CARD,
7730,5-Aug-14,,-4.87,Coffee Shops,US CREDIT CARD,
7731,7-Aug-14,,-31.02,Groceries,US CREDIT CARD,
7732,8-Aug-14,,-2.22,Coffee Shops,US CREDIT CARD,
7733,8-Aug-14,,-1.78,Coffee Shops,US CREDIT CARD,
7734,8-Aug-14,,-5.87,Fast Food,US CREDIT CARD,
7735,10-Aug-14,,-10.12,Alcohol & Bars,US CREDIT CARD,
7736,10-Aug-14,,-17.73,Coffee Shops,US CREDIT CARD,
7737,10-Aug-14,,-10.43,Rental Car & Taxi,US CREDIT CARD,
7738,10-Aug-14,,-59.94,Shopping,US CREDIT CARD,
7739,10-Aug-14,,-0.96,Service Fee,US CREDIT CARD,
7740,10-Aug-14,,-14.83,Groceries,US CREDIT CARD,
7741,11-Aug-14,,-11.11,Fast Food,US CREDIT CARD,
7742,11-Aug-14,,-78.4,Alcohol & Bars,US CREDIT CARD,
7743,11-Aug-14,,-13.77,Fast Food,US CREDIT CARD,
7744,11-Aug-14,,-50,Restaurants,US CREDIT CARD,
7745,12-Aug-14,,511.74,Credit Card Payment,US CREDIT CARD,
7746,12-Aug-14,,1328.72,Paycheck,US CHECKING,
7747,12-Aug-14,,-14.12,Coffee Shops,US CREDIT CARD,
7748,12-Aug-14,,-6.4,Fast Food,US CREDIT CARD,
7749,12-Aug-14,,-69,Restaurants,US CREDIT CARD,
7750,12-Aug-14,,-83,Alcohol & Bars,US CHECKING,
7751,13-Aug-14,,-12.27,Coffee Shops,US CREDIT CARD,
7752,13-Aug-14,,-20.5,Groceries,US CREDIT CARD,
7753,14-Aug-14,,6.77,Fast Food,US CREDIT CARD,
7754,14-Aug-14,,-2.47,Coffee Shops,US CREDIT CARD,
7755,14-Aug-14,,-32.63,Hair,US CREDIT CARD,
7756,14-Aug-14,,-3.89,Coffee Shops,US CREDIT CARD,
7757,15-Aug-14,,-6.14,Groceries,US CREDIT CARD,
7758,15-Aug-14,,-14.4,Coffee Shops,US CREDIT CARD,
7759,15-Aug-14,,-15.93,Restaurants,US CHECKING,
7760,15-Aug-14,,-276.62,Credit Card Payment,US CHECKING,
7761,15-Aug-14,,-5.37,Coffee Shops,US CREDIT CARD,
7762,16-Aug-14,,-12.06,Service Fee,US CREDIT CARD,
7763,16-Aug-14,,-73.7,Alcohol & Bars,US CREDIT CARD,
7764,16-Aug-14,,-2.89,Coffee Shops,US CREDIT CARD,
7765,17-Aug-14,,-9.52,Fast Food,US CHECKING,
7766,17-Aug-14,,-42.16,Vacation,US CHECKING,
7767,17-Aug-14,,-18,Restaurants,US CHECKING,
7768,17-Aug-14,,-5.21,Shipping,US CREDIT CARD,
7769,17-Aug-14,,-2.57,Restaurants,US CHECKING,
7770,17-Aug-14,,-27.09,Groceries,US CHECKING,
7771,18-Aug-14,,-2.45,Shopping,US CHECKING,
7772,18-Aug-14,,-875.03,Reimbursement,US CREDIT CARD,
7773,18-Aug-14,,-2.36,Coffee Shops,US CREDIT CARD,
7774,19-Aug-14,,-10.13,Restaurants,US CHECKING,
7775,19-Aug-14,,-15.66,Restaurants,US CHECKING,
7776,20-Aug-14,,-61.95,Utilities,US CHECKING,
7777,21-Aug-14,,10.53,Income,US CHECKING,
7778,21-Aug-14,,-20.15,Restaurants,US CHECKING,
7779,23-Aug-14,,-106.14,Travel,CAD CHECKING,
7780,23-Aug-14,,-86.69,Shopping,US CREDIT CARD,
7781,23-Aug-14,,-9.38,Fast Food,US CREDIT CARD,
7782,23-Aug-14,,-96.69,Mobile Phone,US CREDIT CARD,
7783,24-Aug-14,,-8.33,Coffee Shops,US CREDIT CARD,
7784,24-Aug-14,,-8.9,Groceries,US CREDIT CARD,
7785,24-Aug-14,,-25.89,Shopping,US CREDIT CARD,
7786,25-Aug-14,,-12.56,Financial,US CREDIT CARD,
7787,26-Aug-14,,-33.2,Alcohol & Bars,US CREDIT CARD,
7788,26-Aug-14,,-33.71,Groceries,US CREDIT CARD,
7789,27-Aug-14,,348.83,Transfer,US SAVINGS,
7790,27-Aug-14,,-241.86,Transfer,US CREDIT CARD 2,
7791,27-Aug-14,,0.07,Interest Income,US SAVINGS,
7792,27-Aug-14,,1370.55,Paycheck,US CHECKING,
7793,27-Aug-14,,-8.53,Restaurants,US CREDIT CARD,
7794,27-Aug-14,,-43.59,Groceries,US CREDIT CARD,
7795,27-Aug-14,,-18.56,Shopping,US CREDIT CARD,
7796,27-Aug-14,,-2.98,Fast Food,US CREDIT CARD,
7797,28-Aug-14,,401.7,Reimbursement,US CHECKING,
7798,29-Aug-14,,-2.44,Restaurants,US CREDIT CARD,
7799,29-Aug-14,,-38.34,Clothing,US CREDIT CARD,
7800,29-Aug-14,,-158,Restaurants,US CHECKING,
7801,30-Aug-14,,3094.05,Transfer,US CHECKING 2,
7802,30-Aug-14,,-592.1,Travel,CAD CREDIT CARD,
7803,30-Aug-14,,-1260,Transfer,US CHECKING,
7804,30-Aug-14,,-2.04,Mortgage & Rent,US CHECKING,
7805,30-Aug-14,,-14.7,Restaurants,US CREDIT CARD,
7806,30-Aug-14,,-17.99,Restaurants,US CREDIT CARD,
7807,31-Aug-14,,341.84,Transfer,US CHECKING 2,
7808,31-Aug-14,,-43.38,Alcohol & Bars,US CREDIT CARD,
7809,31-Aug-14,,-24.6,Restaurants,US CREDIT CARD,
7810,31-Aug-14,,1150,Transfer,US SAVINGS,
7811,31-Aug-14,,-6.57,Restaurants,US CREDIT CARD,
7812,1-Sep-14,,-36,Restaurants,US CREDIT CARD,
7813,1-Sep-14,,-2.3,Music,US CHECKING,
7814,1-Sep-14,,-2303,Mortgage & Rent,US CHECKING,
7815,1-Sep-14,,-41.4,Restaurants,US CREDIT CARD,
7816,1-Sep-14,,-5.82,Restaurants,US CREDIT CARD,
7817,1-Sep-14,,-41.6,Restaurants,US CREDIT CARD,
7818,1-Sep-14,,-59.8,Restaurants,US CREDIT CARD,
7819,1-Sep-14,,-9.36,Restaurants,US CREDIT CARD,
7820,2-Sep-14,,-11.17,Reimbursement,US CREDIT CARD,
7821,2-Sep-14,,-10.05,Coffee Shops,US CREDIT CARD,
7822,2-Sep-14,,-47.88,Restaurants,US CREDIT CARD,
7823,2-Sep-14,,-11.41,Restaurants,US CREDIT CARD,
7824,2-Sep-14,,-47.32,Groceries,US CREDIT CARD,
7825,2-Sep-14,,-5.39,Restaurants,US CREDIT CARD,
7826,3-Sep-14,,-28.53,Alcohol & Bars,US CREDIT CARD,
7827,3-Sep-14,,-18.8,Laundry,US CREDIT CARD,
7828,4-Sep-14,,-17.36,Restaurants,US CREDIT CARD,
7829,4-Sep-14,,-7.49,Coffee Shops,US CREDIT CARD,
7830,6-Sep-14,,-14.59,Alcohol & Bars,US CREDIT CARD,
7831,6-Sep-14,,-10.51,Coffee Shops,US CREDIT CARD,
7832,6-Sep-14,,-31.74,Coffee Shops,US CREDIT CARD,
7833,6-Sep-14,,-14.75,Groceries,US CREDIT CARD,
7834,6-Sep-14,,-9.2,Coffee Shops,US CREDIT CARD,
7835,6-Sep-14,,-15.42,Coffee Shops,US CREDIT CARD,
7836,6-Sep-14,,-27.27,Television,US CHECKING,
7837,7-Sep-14,,-5.8,Coffee Shops,US CREDIT CARD,
7838,7-Sep-14,,-35.76,Alcohol & Bars,US CREDIT CARD,
7839,8-Sep-14,,-24.84,Groceries,US CREDIT CARD,
7840,8-Sep-14,,-13.43,Alcohol & Bars,US CREDIT CARD,
7841,8-Sep-14,,-11.4,Coffee Shops,US CHECKING,
7842,9-Sep-14,,2318.73,Paycheck,US CHECKING,
7843,9-Sep-14,,-7.29,Groceries,US CREDIT CARD,
7844,10-Sep-14,,-12.21,Coffee Shops,US CREDIT CARD,
7845,10-Sep-14,,-58.41,Alcohol & Bars,US CREDIT CARD,
7846,12-Sep-14,,-11.94,Coffee Shops,US CREDIT CARD,
7847,12-Sep-14,,-40.05,Alcohol & Bars,US CREDIT CARD,
7848,13-Sep-14,,-11.34,Coffee Shops,US CREDIT CARD,
7849,14-Sep-14,,-10.77,Coffee Shops,US CREDIT CARD,
7850,14-Sep-14,,-30.26,Groceries,US CREDIT CARD,
7851,15-Sep-14,,-1.92,Coffee Shops,US CREDIT CARD,
7852,15-Sep-14,,-39.75,Groceries,US CREDIT CARD,
7853,15-Sep-14,,-30.71,Personal Care,US CREDIT CARD,
7854,16-Sep-14,,-11.16,Coffee Shops,US CREDIT CARD,
7855,16-Sep-14,,-11.4,Personal Care,US CREDIT CARD,
7856,16-Sep-14,,-8.27,Alcohol & Bars,US CREDIT CARD,
7857,16-Sep-14,,-8.82,Fast Food,US CREDIT CARD,
7858,17-Sep-14,,-39.28,Alcohol & Bars,US CREDIT CARD,
7859,17-Sep-14,,-11.42,Coffee Shops,US CREDIT CARD,
7860,18-Sep-14,,-37.1,Alcohol & Bars,US CREDIT CARD,
7861,18-Sep-14,,2114.42,Credit Card Payment,US CREDIT CARD,
7862,18-Sep-14,,-12,Alcohol & Bars,US CREDIT CARD,
7863,18-Sep-14,,-27.4,Shopping,US CREDIT CARD,
7864,19-Sep-14,,-17.17,Rental Car & Taxi,US CREDIT CARD,
7865,19-Sep-14,,-18.09,Alcohol & Bars,US CREDIT CARD,
7866,19-Sep-14,,-1433.11,Credit Card Payment,US CHECKING,
7867,20-Sep-14,,-29.75,Restaurants,US CREDIT CARD,
7868,20-Sep-14,,-43.6,Restaurants,US CREDIT CARD,
7869,20-Sep-14,,-13.13,Restaurants,US CREDIT CARD,
7870,20-Sep-14,,-6.57,Coffee Shops,US CREDIT CARD,
7871,20-Sep-14,,-5.13,Coffee Shops,US CREDIT CARD,
7872,21-Sep-14,,-7.4,Coffee Shops,US CREDIT CARD,
7873,21-Sep-14,,-11.89,Restaurants,US CREDIT CARD,
7874,21-Sep-14,,-35.92,Groceries,US CREDIT CARD,
7875,21-Sep-14,,-25.9,Groceries,US CREDIT CARD,
7876,21-Sep-14,,-32.76,Restaurants,US CREDIT CARD,
7877,21-Sep-14,,-27,Public Transportation,US CHECKING 2,
7878,22-Sep-14,,-44.88,Restaurants,US CREDIT CARD,
7879,22-Sep-14,,-12.59,Restaurants,US CREDIT CARD,
7880,22-Sep-14,,-67.08,Utilities,US CHECKING,
7881,22-Sep-14,,-4.51,Fast Food,US CREDIT CARD,
7882,22-Sep-14,,-150,Alcohol & Bars,US CHECKING,
7883,23-Sep-14,,-94.73,Mobile Phone,US CREDIT CARD,
7884,23-Sep-14,,-39.05,Shopping,US CREDIT CARD,
7885,23-Sep-14,,-2.75,Restaurants,US CREDIT CARD,
7886,23-Sep-14,,-31.98,Laundry,US CREDIT CARD,
7887,23-Sep-14,,-22,Restaurants,US CREDIT CARD,
7888,23-Sep-14,,-19.11,Shopping,US CHECKING 2,
7889,24-Sep-14,,-10.25,Coffee Shops,US CREDIT CARD,
7890,24-Sep-14,,-57.6,Alcohol & Bars,US CREDIT CARD,
7891,24-Sep-14,,-20.64,Restaurants,US CREDIT CARD,
7892,24-Sep-14,,-34.56,Restaurants,US CREDIT CARD,
7893,24-Sep-14,,-3.7,Restaurants,US CREDIT CARD,
7894,24-Sep-14,,-14.17,Restaurants,US CREDIT CARD,
7895,25-Sep-14,,-69,Restaurants,US CREDIT CARD,
7896,26-Sep-14,,-10.1,Coffee Shops,US CREDIT CARD,
7897,26-Sep-14,,-590.13,Credit Card Payment,US CHECKING 2,
7898,26-Sep-14,,-76.95,Clothing,US CHECKING 2,
7899,26-Sep-14,,-11.69,Coffee Shops,US CHECKING 2,
7900,26-Sep-14,,-21.84,Parking,US CHECKING 2,
7901,27-Sep-14,,56.11,Transfer,US CHECKING 2,
7902,27-Sep-14,,1167.66,Transfer,US SAVINGS,
7903,27-Sep-14,,-8.83,Coffee Shops,US CREDIT CARD,
7904,27-Sep-14,,-80.64,Alcohol & Bars,US CREDIT CARD,
7905,27-Sep-14,,-3.45,Coffee Shops,US CREDIT CARD,
7906,27-Sep-14,,280.55,Credit Card Payment,US CREDIT CARD 2,
7907,27-Sep-14,,-10.47,Movies & DVDs,US CHECKING 2,
7908,28-Sep-14,,-2.01,Mortgage & Rent,US CHECKING,
7909,28-Sep-14,,-10.5,Fast Food,US CREDIT CARD,
7910,28-Sep-14,,-15.4,Alcohol & Bars,US CREDIT CARD,
7911,28-Sep-14,,-52.32,Alcohol & Bars,US CREDIT CARD,
7912,28-Sep-14,,3126.4,Paycheck,US CHECKING,
7913,29-Sep-14,,-13.85,Shopping,US CREDIT CARD,
7914,29-Sep-14,,-2719.5,Mortgage & Rent,US CHECKING,
7915,29-Sep-14,,-478.5,Restaurants,US CHECKING,
7916,29-Sep-14,,-3.76,Pharmacy,US CREDIT CARD,
7917,29-Sep-14,,-20.37,Groceries,US CREDIT CARD,
7918,29-Sep-14,,0.12,Interest Income,US SAVINGS,
7919,29-Sep-14,,1491.76,Income,US CHECKING 2,
7920,29-Sep-14,,-24.85,Air Travel,US CHECKING 2,
7921,29-Sep-14,,-23.2,Groceries,US CHECKING 2,
7922,30-Sep-14,,-10.9,Alcohol & Bars,US CREDIT CARD,
7923,30-Sep-14,,-28.16,Alcohol & Bars,US CREDIT CARD,
7924,30-Sep-14,,-35.49,Groceries,US CREDIT CARD,
7925,30-Sep-14,,396,Income,US CHECKING 2,
7926,1-Oct-14,,-2.04,Restaurants,US CREDIT CARD,
7927,2-Oct-14,,-6.98,Groceries,US CREDIT CARD,
7928,2-Oct-14,,-9.06,Coffee Shops,US CREDIT CARD,
7929,3-Oct-14,,-27.72,Alcohol & Bars,US CREDIT CARD,
7930,3-Oct-14,,-47.88,Alcohol & Bars,US CREDIT CARD,
7931,3-Oct-14,,-62.4,Alcohol & Bars,US CREDIT CARD,
7932,3-Oct-14,,-30.8,Alcohol & Bars,US CREDIT CARD,
7933,3-Oct-14,,-42,Alcohol & Bars,US CREDIT CARD,
7934,3-Oct-14,,-126,Alcohol & Bars,US CHECKING,
7935,3-Oct-14,,-7.48,Coffee Shops,US CREDIT CARD,
7936,4-Oct-14,,-11.31,Health & Fitness,US CREDIT CARD,
7937,4-Oct-14,,-8.83,Alcohol & Bars,US CREDIT CARD,
7938,4-Oct-14,,-43.59,Television,US CHECKING,
7939,4-Oct-14,,-36.42,Shopping,US CHECKING 2,
7940,5-Oct-14,,-5.79,Coffee Shops,US CREDIT CARD,
7941,5-Oct-14,,-105.54,Travel,US CREDIT CARD,
7942,5-Oct-14,,-13.17,Coffee Shops,US CREDIT CARD,
7943,5-Oct-14,,-24.9,Alcohol & Bars,US CREDIT CARD,
7944,5-Oct-14,,-1.79,Fast Food,US CREDIT CARD,
7945,5-Oct-14,,-198.27,Clothing,US CREDIT CARD 2,
7946,6-Oct-14,,-19.94,Health & Fitness,US CREDIT CARD,
7947,6-Oct-14,,-21.08,Alcohol & Bars,US CREDIT CARD,
7948,6-Oct-14,,-17.49,Groceries,US CREDIT CARD,
7949,6-Oct-14,,-15.53,Personal Care,US CREDIT CARD,
7950,6-Oct-14,,-1.24,Music,US CHECKING,
7951,6-Oct-14,,-55.79,Shopping,US CHECKING 2,
7952,7-Oct-14,,-4.19,Coffee Shops,US CREDIT CARD,
7953,7-Oct-14,,-1.68,Coffee Shops,US CREDIT CARD,
7954,7-Oct-14,,-14.31,Fast Food,US CREDIT CARD,
7955,7-Oct-14,,-15.3,Alcohol & Bars,US CREDIT CARD,
7956,7-Oct-14,,-7.63,Alcohol & Bars,US CREDIT CARD,
7957,7-Oct-14,,193.43,Clothing,US CREDIT CARD 2,
7958,7-Oct-14,,-18.46,Groceries,US CHECKING 2,
7959,7-Oct-14,,-56.39,Groceries,US CHECKING 2,
7960,8-Oct-14,,-14.96,Alcohol & Bars,US CREDIT CARD,
7961,9-Oct-14,,-49.68,Vacation,US CREDIT CARD,
7962,9-Oct-14,,-48.67,Gas & Fuel,US CREDIT CARD 2,
7963,9-Oct-14,,-25.39,Clothing,US CHECKING 2,
7964,9-Oct-14,,-71.68,Uncategorized,US CHECKING 2,
7965,10-Oct-14,,-14.63,Transportation,CAD CREDIT CARD,
7966,10-Oct-14,,-266,Restaurants,CAD CREDIT CARD,
7967,10-Oct-14,,-24.8,Hair,US CREDIT CARD,
7968,10-Oct-14,,-129.48,Clothing,US CHECKING 2,
7969,10-Oct-14,,-409.45,Air Travel,US CHECKING 2,
7970,11-Oct-14,,-27.04,Restaurants,CAD CREDIT CARD,
7971,11-Oct-14,,-42.1,Rental Car & Taxi,CAD CREDIT CARD,
7972,11-Oct-14,,-34,Alcohol & Bars,CAD CREDIT CARD,
7973,11-Oct-14,,-7.94,Coffee Shops,US CREDIT CARD,
7974,11-Oct-14,,-30.03,Alcohol & Bars,US CREDIT CARD,
7975,11-Oct-14,,-28.05,Clothing,US CHECKING 2,
7976,11-Oct-14,,-27.43,Groceries,US CHECKING 2,
7977,11-Oct-14,,-34.89,Clothing,US CHECKING 2,
7978,12-Oct-14,,-75.76,Restaurants,CAD CREDIT CARD,
7979,12-Oct-14,,-36.5,Clothing,CAD CREDIT CARD,
7980,12-Oct-14,,-685.26,Check,US CHECKING 2,
7981,13-Oct-14,,-18.1,Travel,CAD CREDIT CARD,
7982,13-Oct-14,,-53.5,Restaurants,CAD CREDIT CARD,
7983,13-Oct-14,,3673.5,Paycheck,US CHECKING,
7984,13-Oct-14,,-18.5,Vacation,US CREDIT CARD,
7985,13-Oct-14,,-10.2,Coffee Shops,US CREDIT CARD,
7986,13-Oct-14,,784.7,Income,US CHECKING 2,
7987,13-Oct-14,,-62.33,Laundry,US CHECKING 2,
7988,13-Oct-14,,-63,Cash & ATM,US CHECKING 2,
7989,14-Oct-14,,-12.49,Fast Food,CAD CREDIT CARD,
7990,14-Oct-14,,-71.15,Clothing,US CREDIT CARD,
7991,15-Oct-14,,-4,Parking,CAD CREDIT CARD,
7992,15-Oct-14,,-23.45,Restaurants,CAD CREDIT CARD,
7993,16-Oct-14,,-8.4,Alcohol & Bars,CAD CREDIT CARD,
7994,16-Oct-14,,-29.7,Entertainment,CAD CREDIT CARD,
7995,16-Oct-14,,-30.48,Alcohol & Bars,CAD CREDIT CARD,
7996,17-Oct-14,,-3.31,Fast Food,CAD CREDIT CARD,
7997,17-Oct-14,,-56.27,Entertainment,CAD CREDIT CARD,
7998,17-Oct-14,,-10.6,Travel,CAD CREDIT CARD,
7999,17-Oct-14,,-290,Transfer,US CHECKING,
8000,17-Oct-14,,-13.82,Clothing,US CREDIT CARD,
8001,17-Oct-14,,305,Transfer,US SAVINGS,
8002,18-Oct-14,,-34.29,Gas & Fuel,CAD CREDIT CARD,
8003,18-Oct-14,,-5.5,Transportation,CAD CREDIT CARD,
8004,18-Oct-14,,-9.71,Transportation,CAD CREDIT CARD,
8005,18-Oct-14,,-1759.49,Credit Card Payment,CAD CHECKING,
8006,18-Oct-14,,-1225.37,Credit Card Payment,US CHECKING,
8007,18-Oct-14,,3013.22,Credit Card Payment,US CREDIT CARD,
8008,19-Oct-14,,-8.35,Coffee Shops,US CREDIT CARD,
8009,20-Oct-14,,-11.99,Fast Food,CAD CREDIT CARD,
8010,20-Oct-14,,-38,Restaurants,CAD CREDIT CARD,
8011,20-Oct-14,,-6.6,Pharmacy,US CREDIT CARD,
8012,21-Oct-14,,756.14,Credit Card Payment,CAD CREDIT CARD,
8013,21-Oct-14,,-2.08,Uncategorized,US CREDIT CARD 2,
8014,21-Oct-14,,-0.05,Uncategorized,US CREDIT CARD 2,
8015,22-Oct-14,,-13.03,Coffee Shops,US CREDIT CARD,
8016,22-Oct-14,,-8.7,Public Transportation,US CREDIT CARD,
8017,22-Oct-14,,-15.38,Coffee Shops,US CREDIT CARD,
8018,22-Oct-14,,-4.86,Vacation,US CREDIT CARD,
8019,22-Oct-14,,-3.72,Coffee Shops,US CHECKING 2,
8020,23-Oct-14,,-9.35,Coffee Shops,US CREDIT CARD,
8021,23-Oct-14,,-3.73,Restaurants,US CREDIT CARD,
8022,23-Oct-14,,-26.09,Groceries,US CREDIT CARD,
8023,24-Oct-14,,-3.08,Fast Food,US CREDIT CARD,
8024,24-Oct-14,,-48.34,Mobile Phone,US CREDIT CARD,
8025,24-Oct-14,,-5.79,Fast Food,US CREDIT CARD,
8026,24-Oct-14,,-76.35,Utilities,US CHECKING,
8027,24-Oct-14,,-40.62,Gas & Fuel,US CREDIT CARD 2,
8028,25-Oct-14,,-5.8,Alcohol & Bars,US CREDIT CARD,
